date,high,low,close,previous,diff,numtrans,tradedshares,volume
2022-05-25,110.9,104.7,110.9,,6.2,23,130,13825.4
2022-05-26,113.1,113.1,113.1,110.9,2.2,6,30,3412.7
2022-05-30,124.4,115.3,124.4,113.1,11.3,9,80,9668.2
2022-05-31,126.8,124.4,126.8,124.4,2.4,5,30,3780.0
2022-06-01,139.4,124.4,139.4,126.8,12.6,6,60,7963.0
2022-06-02,153.3,136.8,153.3,139.4,13.9,8,80,11688.0
2022-06-03,168.6,153.3,168.6,153.3,15.3,9,70,11323.7
2022-06-06,185.4,171.9,185.4,168.6,16.8,10,100,18207.0
2022-06-07,203.9,189.1,203.9,185.4,18.5,12,120,24102.0
2022-06-08,224.2,207.9,224.2,203.9,20.3,11,100,22012.7
2022-06-09,246.6,228.0,246.6,224.2,22.4,15,150,36520.0
2022-06-10,271.2,251.5,271.2,246.6,24.6,39,400,107996.0
2022-06-13,298.3,276.6,298.3,271.2,27.1,216,2160,643794.0
2022-06-14,328.1,270.0,274.0,298.3,-24.3,3561,48906,13854570.1
2022-06-15,274.0,246.6,250.0,274.0,-24.0,1345,34219,8570788.5
2022-06-16,274.3,230.0,259.9,250.0,9.9,632,10055,2535242.0
2022-06-17,275.0,245.1,265.0,259.9,5.1,385,8537,2157757.3
2022-06-19,270.0,243.0,243.3,265.0,-21.7,419,8433,2091193.0
2022-06-20,248.1,226.0,229.1,243.3,-14.2,392,11693,2706232.7
2022-06-21,245.0,225.0,232.5,229.1,3.4,237,6532,1525677.5
2022-06-22,237.1,219.5,224.5,232.5,-8.0,189,7003,1569792.9
2022-06-23,228.9,203.5,209.0,224.5,-15.5,262,12774,2692192.0
2022-06-24,224.4,201.2,213.0,209.0,4.0,165,3625,763717.5
2022-06-26,234.0,217.2,230.0,213.0,17.0,235,7365,1661279.9
2022-06-27,244.0,224.0,224.0,230.0,-6.0,254,14086,3263333.9
2022-06-28,228.0,220.0,225.0,224.0,1.0,201,6150,1371064.5
2022-06-30,241.8,228.4,239.0,228.1,10.9,220,10243,2421362.8
2022-07-01,245.8,225.7,245.0,239.0,6.0,195,12622,3026795.1
2022-07-03,260.1,237.0,256.0,245.0,11.0,294,12589,3133508.1
2022-07-04,268.1,247.1,247.1,256.0,-8.9,387,19683,5114300.8
2022-07-05,260.0,237.5,239.0,247.1,-8.1,296,15683,3845419.1
2022-07-06,248.1,229.4,246.0,239.0,7.0,273,6930,1640367.4
2022-07-07,252.0,240.0,245.0,246.0,-1.0,203,7220,1754439.0
2022-07-08,241.0,233.0,233.0,245.0,-12.0,119,4562,1071110.6
2022-07-11,233.0,219.0,219.0,233.0,-14.0,182,7360,1642411.0
2022-07-12,231.9,216.1,231.5,219.0,12.5,161,3574,794889.2
2022-07-13,246.0,225.0,244.9,231.5,13.4,240,6517,1524841.8
2022-07-14,249.7,234.3,244.7,244.9,-0.2,240,6125,1474809.8
2022-07-15,241.0,231.0,239.7,244.7,-5.0,127,5220,1224217.0
2022-07-17,240.7,225.8,236.0,239.7,-3.7,195,3582,841796.4
2022-07-18,241.0,231.0,237.0,236.0,1.0,140,2688,630535.1
2022-07-19,248.8,232.5,244.0,237.0,7.0,268,7432,1808411.0
2022-07-20,253.7,236.6,246.0,244.0,2.0,216,10071,2478576.1
2022-07-21,245.0,236.3,243.0,246.0,-3.0,117,2985,719224.0
2022-07-22,244.0,233.5,239.0,243.0,-4.0,69,2640,627557.0
2022-07-24,261.1,231.0,260.0,239.0,21.0,379,12895,3241188.0
2022-07-25,286.0,260.0,286.0,260.0,26.0,444,36630,10005997.8
2022-07-26,306.0,271.1,295.0,286.0,9.0,508,21245,6217461.6
2022-07-27,317.2,280.1,312.0,295.0,17.0,539,29128,8757474.2
2022-07-28,316.4,291.1,300.0,312.0,-12.0,537,33095,10245612.2
2022-07-29,307.0,290.1,295.1,300.0,-4.9,223,8061,2386713.7
2022-07-31,313.0,289.2,305.0,295.1,9.9,400,18976,5597205.0
2022-08-01,311.0,295.0,299.0,305.0,-6.0,410,20919,6291685.9
2022-08-02,300.0,289.1,299.8,299.0,0.8,293,15095,4447698.5
2022-08-03,329.7,299.8,329.7,299.8,29.9,658,39216,12588612.2
2022-08-04,362.6,336.2,362.6,329.7,32.9,759,49371,17562647.6
2022-08-05,397.0,362.6,372.0,362.6,9.4,690,42222,16183457.0
2022-08-07,380.0,347.0,367.0,372.0,-5.0,699,38350,13904948.3
2022-08-08,373.0,360.0,361.2,367.0,-5.8,475,31650,11529769.0
2022-08-09,368.0,340.0,342.1,361.2,-19.1,389,18559,6457458.7
2022-08-10,350.0,330.1,340.0,342.1,-2.1,362,13782,4631740.2
